url,people,rate
https://leetcode.cn/problems/game-play-analysis-iv,469,0.413
https://leetcode.cn/problems/optimal-division,388,0.648
https://leetcode.cn/problems/brick-wall,616,0.519
https://leetcode.cn/problems/split-concatenated-strings,33,0.376
https://leetcode.cn/problems/next-greater-element-iii,587,0.369
https://leetcode.cn/problems/logical-or-of-two-binary-grids-represented-as-quad-trees,165,0.628
https://leetcode.cn/problems/subarray-sum-equals-k,2099,0.444
https://leetcode.cn/problems/longest-line-of-consecutive-one-in-matrix,104,0.498
https://leetcode.cn/problems/array-nesting,465,0.624
https://leetcode.cn/problems/permutation-in-string,2402,0.448
https://leetcode.cn/problems/managers-with-at-least-5-direct-reports,337,0.582
https://leetcode.cn/problems/squirrel-simulation,52,0.653
https://leetcode.cn/problems/winning-candidate,177,0.66
https://leetcode.cn/problems/out-of-boundary-paths,397,0.471
https://leetcode.cn/problems/get-highest-answer-rate-question,202,0.419
https://leetcode.cn/problems/count-student-number-in-departments,162,0.537
https://leetcode.cn/problems/shortest-unsorted-continuous-subarray,1406,0.421
https://leetcode.cn/problems/kill-process,193,0.469
https://leetcode.cn/problems/delete-operation-for-two-strings,985,0.67
https://leetcode.cn/problems/investments-in-2016,296,0.466
https://leetcode.cn/problems/fraction-addition-and-subtraction,483,0.597
https://leetcode.cn/problems/valid-square,592,0.471
https://leetcode.cn/problems/friend-requests-ii-who-has-the-most-friends,267,0.603
https://leetcode.cn/problems/construct-string-from-binary-tree,767,0.62
https://leetcode.cn/problems/tree-node,473,0.618
https://leetcode.cn/problems/find-duplicate-file-in-system,168,0.532
https://leetcode.cn/problems/valid-triangle-number,689,0.536
https://leetcode.cn/problems/shortest-distance-in-a-plane,111,0.644
https://leetcode.cn/problems/second-degree-follower,117,0.378
https://leetcode.cn/problems/add-bold-tag-in-string,109,0.503
https://leetcode.cn/problems/task-scheduler,877,0.6
https://leetcode.cn/problems/design-circular-queue,1049,0.466
https://leetcode.cn/problems/add-one-row-to-tree,668,0.601
https://leetcode.cn/problems/maximum-distance-in-arrays,127,0.402
https://leetcode.cn/problems/minimum-factorization,70,0.347
https://leetcode.cn/problems/exchange-seats,715,0.683
https://leetcode.cn/problems/sum-of-square-numbers,1056,0.381
https://leetcode.cn/problems/find-the-derangement-of-an-array,37,0.467
https://leetcode.cn/problems/design-log-storage-system,112,0.559
https://leetcode.cn/problems/exclusive-time-of-functions,356,0.663
https://leetcode.cn/problems/shopping-offers,348,0.624
https://leetcode.cn/problems/solve-the-equation,723,0.445
https://leetcode.cn/problems/design-circular-deque,665,0.568
https://leetcode.cn/problems/maximum-length-of-pair-chain,676,0.628
https://leetcode.cn/problems/palindromic-substrings,1816,0.672
https://leetcode.cn/problems/replace-words,872,0.636
https://leetcode.cn/problems/dota2-senate,468,0.487
