url,people,rate
https://leetcode.cn/problems/longest-subsequence-repeated-k-times,31,0.553
https://leetcode.cn/problems/the-score-of-students-solving-math-expression,47,0.383
https://leetcode.cn/problems/maximum-number-of-ways-to-partition-an-array,66,0.311
https://leetcode.cn/problems/smallest-k-length-subsequence-with-occurrences-of-a-letter,59,0.365
https://leetcode.cn/problems/partition-array-into-two-arrays-to-minimize-sum-difference,77,0.353
https://leetcode.cn/problems/kth-smallest-product-of-two-sorted-arrays,36,0.345
https://leetcode.cn/problems/second-minimum-time-to-reach-destination,171,0.533
https://leetcode.cn/problems/parallel-courses-iii,216,0.644
https://leetcode.cn/problems/number-of-valid-move-combinations-on-chessboard,26,0.581
https://leetcode.cn/problems/check-if-an-original-string-exists-given-two-encoded-strings,28,0.402
https://leetcode.cn/problems/maximum-path-quality-of-a-graph,70,0.549
https://leetcode.cn/problems/maximum-number-of-tasks-you-can-assign,52,0.312
https://leetcode.cn/problems/process-restricted-friend-requests,91,0.517
https://leetcode.cn/problems/sum-of-k-mirror-numbers,84,0.441
https://leetcode.cn/problems/count-fertile-pyramids-in-a-land,59,0.636
https://leetcode.cn/problems/find-all-people-with-secret,136,0.299
https://leetcode.cn/problems/valid-arrangement-of-pairs,57,0.387
https://leetcode.cn/problems/sequentially-ordinal-rank-tracker,91,0.559
https://leetcode.cn/problems/maximum-fruits-harvested-after-at-most-k-steps,207,0.451
https://leetcode.cn/problems/minimum-operations-to-make-the-array-k-increasing,100,0.357
https://leetcode.cn/problems/abbreviating-the-product-of-a-range,29,0.301
https://leetcode.cn/problems/build-the-equation,17,0.555
https://leetcode.cn/problems/recover-the-original-array,71,0.426
https://leetcode.cn/problems/minimum-operations-to-remove-adjacent-ones-in-matrix,8,0.533
https://leetcode.cn/problems/maximum-employees-to-be-invited-to-a-meeting,117,0.529
https://leetcode.cn/problems/stamping-the-grid,119,0.497
https://leetcode.cn/problems/earliest-possible-day-of-full-bloom,155,0.723
https://leetcode.cn/problems/maximum-running-time-of-n-computers,86,0.415
https://leetcode.cn/problems/choose-numbers-from-two-arrays-in-range,14,0.535
https://leetcode.cn/problems/number-of-ways-to-divide-a-long-corridor,95,0.427
https://leetcode.cn/problems/maximum-good-people-based-on-statements,101,0.509
https://leetcode.cn/problems/the-number-of-passengers-in-each-bus-ii,14,0.433
https://leetcode.cn/problems/find-substring-with-given-hash-value,104,0.259
https://leetcode.cn/problems/groups-of-strings,81,0.316
https://leetcode.cn/problems/amount-of-new-area-painted-each-day,23,0.563
https://leetcode.cn/problems/minimum-difference-in-sums-after-removal-of-elements,65,0.498
https://leetcode.cn/problems/minimum-time-to-remove-all-cars-containing-illegal-goods,85,0.501
https://leetcode.cn/problems/maximum-and-sum-of-array,86,0.521
https://leetcode.cn/problems/longest-winning-streak,33,0.531
https://leetcode.cn/problems/count-good-triplets-in-an-array,83,0.385
https://leetcode.cn/problems/count-array-pairs-divisible-by-k,60,0.287
https://leetcode.cn/problems/minimum-time-to-finish-the-race,71,0.446
https://leetcode.cn/problems/minimum-number-of-moves-to-make-palindrome,67,0.493
https://leetcode.cn/problems/replace-non-coprime-numbers-in-array,93,0.35
https://leetcode.cn/problems/finding-the-topic-of-each-post,16,0.591
https://leetcode.cn/problems/minimum-weighted-subgraph-with-the-required-paths,74,0.381
https://leetcode.cn/problems/distance-to-a-cycle-in-undirected-graph,20,0.706
https://leetcode.cn/problems/minimum-white-tiles-after-covering-with-carpets,57,0.4
https://leetcode.cn/problems/longest-substring-of-one-repeating-character,87,0.413
https://leetcode.cn/problems/maximum-value-of-k-coins-from-piles,98,0.562
https://leetcode.cn/problems/sum-of-scores-of-built-strings,58,0.39
https://leetcode.cn/problems/encrypt-and-decrypt-strings,91,0.399
https://leetcode.cn/problems/maximum-total-beauty-of-the-gardens,76,0.281
https://leetcode.cn/problems/maximum-score-of-a-node-sequence,47,0.348
https://leetcode.cn/problems/longest-path-with-different-adjacent-characters,81,0.49
https://leetcode.cn/problems/maximum-cost-of-trip-with-k-highways,16,0.566
https://leetcode.cn/problems/number-of-flowers-in-full-bloom,232,0.526
https://leetcode.cn/problems/dynamic-pivoting-of-a-table,5,0.551
https://leetcode.cn/problems/dynamic-unpivoting-of-a-table,5,0.688
https://leetcode.cn/problems/design-video-sharing-platform,9,0.622
https://leetcode.cn/problems/escape-the-spreading-fire,165,0.512
https://leetcode.cn/problems/total-appeal-of-a-string,131,0.596
https://leetcode.cn/problems/make-array-non-decreasing-or-non-increasing,15,0.722
https://leetcode.cn/problems/check-if-there-is-a-valid-parentheses-string-path,137,0.383
https://leetcode.cn/problems/substring-with-largest-variance,43,0.397
https://leetcode.cn/problems/count-integers-in-intervals,147,0.494
https://leetcode.cn/problems/closest-node-to-path-in-tree,15,0.687
https://leetcode.cn/problems/sum-of-total-strength-of-wizards,75,0.278
https://leetcode.cn/problems/booking-concert-tickets-in-groups,62,0.247
https://leetcode.cn/problems/minimum-obstacle-removal-to-reach-corner,103,0.569
https://leetcode.cn/problems/design-a-text-editor,128,0.444
https://leetcode.cn/problems/match-substring-after-replacement,71,0.457
https://leetcode.cn/problems/count-subarrays-with-score-less-than-k,90,0.521
https://leetcode.cn/problems/naming-a-company,70,0.448
https://leetcode.cn/problems/check-for-contradictions-in-equations,7,0.462
https://leetcode.cn/problems/selling-pieces-of-wood,63,0.541
https://leetcode.cn/problems/minimum-flips-in-binary-tree-to-get-result,17,0.698
https://leetcode.cn/problems/number-of-distinct-roll-sequences,75,0.573
https://leetcode.cn/problems/maximum-score-of-spliced-array,109,0.524
https://leetcode.cn/problems/minimum-score-after-removals-on-a-tree,58,0.596
https://leetcode.cn/problems/number-of-increasing-paths-in-a-grid,127,0.517
https://leetcode.cn/problems/subarray-with-elements-greater-than-varying-threshold,58,0.476
https://leetcode.cn/problems/count-the-number-of-ideal-arrays,47,0.311
https://leetcode.cn/problems/minimum-deletions-to-make-array-divisible,122,0.538
https://leetcode.cn/problems/shortest-impossible-sequence-of-rolls,75,0.657
https://leetcode.cn/problems/number-of-excellent-pairs,80,0.453
https://leetcode.cn/problems/maximum-number-of-books-you-can-take,11,0.552
https://leetcode.cn/problems/longest-cycle-in-a-graph,148,0.388
https://leetcode.cn/problems/minimum-costs-using-the-train-line,14,0.767
https://leetcode.cn/problems/generate-the-invoice,19,0.719
https://leetcode.cn/problems/minimum-replacements-to-sort-the-array,54,0.44
https://leetcode.cn/problems/minimize-maximum-value-in-a-grid,13,0.727
https://leetcode.cn/problems/count-special-integers,138,0.556
https://leetcode.cn/problems/maximum-segment-sum-after-removals,95,0.567
https://leetcode.cn/problems/find-the-k-sum-of-an-array,53,0.423
https://leetcode.cn/problems/build-a-matrix-with-conditions,99,0.563
https://leetcode.cn/problems/maximum-number-of-robots-within-budget,95,0.356
https://leetcode.cn/problems/meeting-rooms-iii,126,0.33
https://leetcode.cn/problems/minimum-time-to-kill-all-monsters,19,0.685
https://leetcode.cn/problems/longest-increasing-subsequence-ii,103,0.312
https://leetcode.cn/problems/minimum-money-required-before-transactions,63,0.486
https://leetcode.cn/problems/sum-of-prefix-scores-of-strings,130,0.411
https://leetcode.cn/problems/number-of-good-paths,55,0.438
https://leetcode.cn/problems/number-of-pairs-satisfying-inequality,89,0.471
https://leetcode.cn/problems/maximum-deletions-on-a-string,106,0.48
https://leetcode.cn/problems/paths-in-matrix-whose-sum-is-divisible-by-k,101,0.518
https://leetcode.cn/problems/create-components-with-same-value,34,0.619
https://leetcode.cn/problems/count-subarrays-with-fixed-bounds,104,0.453
https://leetcode.cn/problems/minimum-cost-to-make-array-equal,87,0.368
https://leetcode.cn/problems/minimum-number-of-operations-to-make-arrays-similar,50,0.656
https://leetcode.cn/problems/next-greater-element-iv,190,0.555
https://leetcode.cn/problems/height-of-binary-tree-after-subtree-removal-queries,88,0.418
https://leetcode.cn/problems/sort-array-by-moving-items-to-empty-space,4,0.57
https://leetcode.cn/problems/minimum-total-distance-traveled,62,0.457
https://leetcode.cn/problems/split-message-based-on-limit,55,0.444
https://leetcode.cn/problems/maximum-number-of-non-overlapping-palindrome-substrings,87,0.445
https://leetcode.cn/problems/customers-with-strictly-increasing-purchases,21,0.486
https://leetcode.cn/problems/number-of-beautiful-partitions,53,0.397
https://leetcode.cn/problems/maximum-xor-of-two-non-overlapping-subtrees,11,0.645
https://leetcode.cn/problems/count-palindromic-subsequences,52,0.482
https://leetcode.cn/problems/count-subarrays-with-median-k,206,0.507
https://leetcode.cn/problems/divide-nodes-into-the-maximum-number-of-groups,45,0.443
https://leetcode.cn/problems/merge-overlapping-events-in-the-same-hall,11,0.412
https://leetcode.cn/problems/minimum-total-cost-to-make-arrays-unequal,30,0.425
https://leetcode.cn/problems/maximum-number-of-points-from-grid-queries,69,0.447
https://leetcode.cn/problems/add-edges-to-make-degrees-of-all-nodes-even,56,0.299
https://leetcode.cn/problems/cycle-length-queries-in-a-tree,63,0.655
https://leetcode.cn/problems/count-anagrams,42,0.465
https://leetcode.cn/problems/number-of-great-partitions,32,0.429
https://leetcode.cn/problems/count-the-number-of-k-big-indices,14,0.646
https://leetcode.cn/problems/maximum-frequency-score-of-a-subarray,6,0.446
https://leetcode.cn/problems/maximize-the-minimum-powered-city,44,0.416
https://leetcode.cn/problems/time-to-cross-a-bridge,100,0.684
https://leetcode.cn/problems/time-taken-to-cross-the-door,9,0.582
https://leetcode.cn/problems/difference-between-maximum-and-minimum-price-sum,47,0.485
https://leetcode.cn/problems/check-if-point-is-reachable,23,0.477
https://leetcode.cn/problems/minimum-cost-to-split-an-array,44,0.572
https://leetcode.cn/problems/put-marbles-in-bags,43,0.555
https://leetcode.cn/problems/count-increasing-quadruplets,47,0.4
https://leetcode.cn/problems/rearranging-fruits,36,0.377
https://leetcode.cn/problems/subsequence-with-the-minimum-score,38,0.364
https://leetcode.cn/problems/handling-sum-queries-after-update,111,0.424
https://leetcode.cn/problems/find-the-string-with-lcp,33,0.356
https://leetcode.cn/problems/minimum-time-to-visit-a-cell-in-a-grid,50,0.4
https://leetcode.cn/problems/count-number-of-possible-root-nodes,33,0.59
https://leetcode.cn/problems/split-the-array-to-make-coprime-products,74,0.258
https://leetcode.cn/problems/number-of-ways-to-earn-points,60,0.654
https://leetcode.cn/problems/minimum-time-to-complete-all-tasks,36,0.432
https://leetcode.cn/problems/collect-coins-in-a-tree,100,0.59
https://leetcode.cn/problems/minimum-time-to-eat-all-grains,6,0.337
https://leetcode.cn/problems/shortest-cycle-in-a-graph,34,0.413
https://leetcode.cn/problems/minimum-reverse-operations,34,0.213
https://leetcode.cn/problems/beautiful-pairs,5,0.361
https://leetcode.cn/problems/minimum-number-of-visited-cells-in-a-grid,64,0.325
https://leetcode.cn/problems/memoize-ii,21,0.393
https://leetcode.cn/problems/design-graph-with-shortest-path-calculator,56,0.586
https://leetcode.cn/problems/minimize-the-total-price-of-the-trips,122,0.701
https://leetcode.cn/problems/color-the-triangle-red,2,0.495
https://leetcode.cn/problems/design-cancellable-function,19,0.56
https://leetcode.cn/problems/make-array-empty,29,0.393
https://leetcode.cn/problems/lexicographically-smallest-beautiful-string,33,0.455
https://leetcode.cn/problems/array-of-objects-to-matrix,27,0.572
https://leetcode.cn/problems/power-of-heroes,121,0.416
https://leetcode.cn/problems/immutability-helper,3,0.227
https://leetcode.cn/problems/modify-graph-edge-weights,60,0.52
https://leetcode.cn/problems/consecutive-transactions-with-increasing-amounts,19,0.264
https://leetcode.cn/problems/minimum-operations-to-make-numbers-non-positive,9,0.535
https://leetcode.cn/problems/greatest-common-divisor-traversal,39,0.25
https://leetcode.cn/problems/maximum-strictly-increasing-cells-in-a-matrix,32,0.366
https://leetcode.cn/problems/find-shortest-path-with-k-hops,5,0.589
https://leetcode.cn/problems/count-of-integers,95,0.559
https://leetcode.cn/problems/popularity-percentage,7,0.506
https://leetcode.cn/problems/find-a-good-subset-of-the-matrix,19,0.566
https://leetcode.cn/problems/maximum-sum-queries,106,0.524
https://leetcode.cn/problems/painting-the-walls,32,0.37
https://leetcode.cn/problems/robot-collisions,33,0.488
https://leetcode.cn/problems/customers-with-maximum-number-of-transactions-on-consecutive-days,11,0.427
https://leetcode.cn/problems/count-houses-in-a-circular-street-ii,10,0.803
https://leetcode.cn/problems/query-batching,4,0.425
https://leetcode.cn/problems/convert-json-string-to-object,5,0.514
https://leetcode.cn/problems/sum-of-imbalance-numbers-of-all-subarrays,21,0.621
https://leetcode.cn/problems/length-of-the-longest-valid-substring,45,0.387
https://leetcode.cn/problems/maximum-number-of-groups-with-increasing-length,47,0.22
https://leetcode.cn/problems/count-paths-that-can-form-a-palindrome-in-a-tree,35,0.505
https://leetcode.cn/problems/status-of-flight-tickets,13,0.681
https://leetcode.cn/problems/count-stepping-numbers-in-range,46,0.428
https://leetcode.cn/problems/minimum-time-to-make-array-sum-at-most-x,57,0.617
https://leetcode.cn/problems/maximum-elegance-of-a-k-length-subsequence,28,0.41
https://leetcode.cn/problems/minimum-time-takes-to-reach-destination-without-drowning,5,0.488
https://leetcode.cn/problems/apply-operations-to-maximize-score,45,0.464
https://leetcode.cn/problems/minimum-relative-loss-after-buying-chocolates,8,0.53
https://leetcode.cn/problems/number-of-beautiful-integers-in-the-range,23,0.341
https://leetcode.cn/problems/minimum-operations-to-form-subsequence-with-target-sum,47,0.345
https://leetcode.cn/problems/maximize-value-of-function-in-a-ball-passing-game,35,0.394
https://leetcode.cn/problems/count-k-subsequences-of-a-string-with-maximum-beauty,29,0.286
https://leetcode.cn/problems/minimum-edge-weight-equilibrium-queries-in-a-tree,77,0.62
https://leetcode.cn/problems/string-transformation,30,0.422
https://leetcode.cn/problems/minimum-edge-reversals-so-every-node-is-reachable,30,0.695
https://leetcode.cn/problems/maximum-element-sum-of-a-complete-subset-of-indices,33,0.479
https://leetcode.cn/problems/count-valid-paths-in-a-tree,43,0.346
https://leetcode.cn/problems/the-wording-game,3,0.586
https://leetcode.cn/problems/maximum-number-of-k-divisible-components,20,0.648
https://leetcode.cn/problems/count-visited-nodes-in-a-directed-graph,40,0.472
https://leetcode.cn/problems/apply-operations-on-array-to-maximize-sum-of-squares,26,0.571
https://leetcode.cn/problems/count-of-sub-multisets-with-bounded-sum,15,0.306
https://leetcode.cn/problems/minimum-changes-to-make-k-semi-palindromes,23,0.475
https://leetcode.cn/problems/number-of-ways-to-reach-destination-in-the-grid,5,0.79
https://leetcode.cn/problems/subarrays-distinct-element-sum-of-squares-ii,24,0.38
https://leetcode.cn/problems/maximum-points-after-collecting-coins-from-all-nodes,24,0.42
https://leetcode.cn/problems/maximum-profitable-triplets-with-increasing-prices-ii,5,0.704
https://leetcode.cn/problems/maximum-balanced-subsequence-sum,37,0.38
https://leetcode.cn/problems/distribute-candies-among-children-iii,3,0.605
https://leetcode.cn/problems/maximum-spending-after-buying-items,26,0.684
https://leetcode.cn/problems/maximum-strong-pair-xor-ii,30,0.386
https://leetcode.cn/problems/find-building-where-alice-and-bob-can-meet,55,0.463
https://leetcode.cn/problems/maximum-gcd-sum-of-a-subarray,2,0.79
https://leetcode.cn/problems/find-maximum-non-decreasing-array-length,17,0.253
https://leetcode.cn/problems/count-beautiful-substrings-ii,27,0.324
https://leetcode.cn/problems/count-complete-substrings,42,0.337
https://leetcode.cn/problems/count-the-number-of-infection-sequences,18,0.4
https://leetcode.cn/problems/number-of-possible-sets-of-closing-branches,32,0.585
https://leetcode.cn/problems/count-the-number-of-good-partitions,51,0.499
https://leetcode.cn/problems/apply-operations-to-maximize-frequency-score,22,0.473
https://leetcode.cn/problems/minimum-number-of-coins-for-fruits-ii,2,0.756
https://leetcode.cn/problems/count-the-number-of-incremovable-subarrays-ii,34,0.52
https://leetcode.cn/problems/find-number-of-coins-to-place-in-tree-nodes,25,0.466
https://leetcode.cn/problems/minimum-cost-to-convert-string-ii,21,0.288
https://leetcode.cn/problems/palindrome-rearrangement-queries,21,0.311
https://leetcode.cn/problems/top-three-wineries,4,0.516
https://leetcode.cn/problems/friday-purchases-ii,4,0.66
https://leetcode.cn/problems/viewers-turned-streamers,8,0.372
https://leetcode.cn/problems/count-the-number-of-powerful-integers,34,0.384
https://leetcode.cn/problems/maximize-the-number-of-partitions-after-operations,23,0.311
https://leetcode.cn/problems/find-beautiful-indices-in-the-given-array-ii,39,0.278
https://leetcode.cn/problems/maximum-number-of-intersections-on-the-chart,2,0.784
https://leetcode.cn/problems/divide-an-array-into-subarrays-with-minimum-cost-ii,23,0.413
https://leetcode.cn/problems/count-the-number-of-houses-at-a-certain-distance-ii,32,0.3
https://leetcode.cn/problems/maximum-number-of-removal-queries-that-can-be-processed-i,1,0.873
https://leetcode.cn/problems/minimize-or-of-remaining-elements-using-operations,8,0.436
https://leetcode.cn/problems/broken-board-dominoes,93,0.415
https://leetcode.cn/problems/coin-bonus,72,0.227
https://leetcode.cn/problems/zui-xiao-tiao-yue-ci-shu,138,0.32
https://leetcode.cn/problems/er-cha-shu-ren-wu-diao-du,54,0.622
https://leetcode.cn/problems/xun-bao,102,0.593
https://leetcode.cn/problems/qie-fen-shu-zu,61,0.243
https://leetcode.cn/problems/you-le-yuan-de-mi-gong,30,0.628
https://leetcode.cn/problems/you-le-yuan-de-you-lan-ji-hua,23,0.357
https://leetcode.cn/problems/meChtZ,40,0.365
https://leetcode.cn/problems/Za25hA,35,0.391
https://leetcode.cn/problems/5TxKeK,30,0.333
https://leetcode.cn/problems/Uh984O,36,0.381
https://leetcode.cn/problems/hSRGyL,25,0.37
https://leetcode.cn/problems/IQvJ9i,32,0.348
https://leetcode.cn/problems/Db3wC1,41,0.299
https://leetcode.cn/problems/t3fKg1,33,0.421
https://leetcode.cn/problems/DFPeFJ,43,0.486
https://leetcode.cn/problems/Up5XYM,26,0.342
https://leetcode.cn/problems/zui-xiao-ju-xing-mian-ji,27,0.248
https://leetcode.cn/problems/7rLGCR,20,0.563
https://leetcode.cn/problems/vFjcfV,50,0.289
https://leetcode.cn/problems/Y1VbOX,31,0.518
https://leetcode.cn/problems/oPs9Bm,35,0.457
https://leetcode.cn/problems/fsa7oZ,17,0.276
https://leetcode.cn/problems/K8GULz,22,0.405
https://leetcode.cn/problems/EJvmW4,18,0.464
https://leetcode.cn/problems/s5kipK,13,0.457
https://leetcode.cn/problems/ZbAuEH,47,0.275
https://leetcode.cn/problems/De4qBB,19,0.365
https://leetcode.cn/problems/NfY1m5,10,0.348
https://leetcode.cn/problems/WInSav,28,0.216
https://leetcode.cn/problems/3aqs1c,18,0.471
https://leetcode.cn/problems/rMeRt2,24,0.368
https://leetcode.cn/problems/XxZZjK,17,0.298
https://leetcode.cn/problems/kskhHQ,11,0.57
https://leetcode.cn/problems/rdmXM7,15,0.384
https://leetcode.cn/problems/1ybDKD,12,0.387
https://leetcode.cn/problems/qoQAMX,14,0.529
https://leetcode.cn/problems/ryfUiz,15,0.491
https://leetcode.cn/problems/cnHoX6,7,0.195
https://leetcode.cn/problems/M1oyTv,328,0.509
https://leetcode.cn/problems/0ynMMM,222,0.503
https://leetcode.cn/problems/PLYXKQ,204,0.584
https://leetcode.cn/problems/h54YBf,198,0.669
https://leetcode.cn/problems/jC7MId,177,0.487
https://leetcode.cn/problems/vvXgSW,303,0.645
https://leetcode.cn/problems/omKAoA,114,0.569
https://leetcode.cn/problems/21dk04,131,0.552
https://leetcode.cn/problems/om3reC,94,0.587
https://leetcode.cn/problems/fpTFWP,140,0.576
https://leetcode.cn/problems/Jf1JuT,222,0.512
https://leetcode.cn/problems/H6lPxb,105,0.619
https://leetcode.cn/problems/zheng-ze-biao-da-shi-pi-pei-lcof,741,0.382
https://leetcode.cn/problems/xu-lie-hua-er-cha-shu-lcof,899,0.573
https://leetcode.cn/problems/shu-ju-liu-zhong-de-zhong-wei-shu-lcof,915,0.581
https://leetcode.cn/problems/1nzheng-shu-zhong-1chu-xian-de-ci-shu-lcof,817,0.505
https://leetcode.cn/problems/shu-zu-zhong-de-ni-xu-dui-lcof,1542,0.496
https://leetcode.cn/problems/hua-dong-chuang-kou-de-zui-da-zhi-lcof,1798,0.446
https://leetcode.cn/problems/bst-sequences-lcci,169,0.49
https://leetcode.cn/problems/eight-queens-lcci,438,0.766
https://leetcode.cn/problems/pile-box-lcci,138,0.513
https://leetcode.cn/problems/intersection-lcci,255,0.441
https://leetcode.cn/problems/english-int-lcci,82,0.392
https://leetcode.cn/problems/number-of-2s-in-range-lcci,199,0.507
https://leetcode.cn/problems/missing-two-lcci,588,0.603
https://leetcode.cn/problems/continuous-median-lcci,112,0.586
https://leetcode.cn/problems/volume-of-histogram-lcci,594,0.637
https://leetcode.cn/problems/max-submatrix-lcci,203,0.535
https://leetcode.cn/problems/word-rectangle-lcci,59,0.503
https://leetcode.cn/problems/sparse-similarity-lcci,92,0.357
